Time(s),Crosshead(mm),Load(kN),Extensometer(mm/mm),Stress(MPa)
64.6,1.0567,6.115,0.00405,481.435
64.7,1.0583,6.122,0.00406,481.942
64.8,1.0600,6.127,0.00408,482.359
64.9,1.0617,6.133,0.00409,482.852
65.0,1.0635,6.140,0.00410,483.342
65.1,1.0651,6.145,0.00412,483.800
65.2,1.0667,6.152,0.00413,484.337
65.3,1.0684,6.158,0.00414,484.829
65.4,1.0702,6.165,0.00415,485.335
65.5,1.0719,6.170,0.00417,485.765
65.6,1.0735,6.175,0.00418,486.152
65.7,1.0751,6.181,0.00419,486.615
65.8,1.0768,6.188,0.00421,487.122
65.9,1.0784,6.193,0.00422,487.519
66.0,1.0800,6.198,0.00423,487.948
66.1,1.0819,6.205,0.00424,488.489
66.2,1.0835,6.211,0.00426,488.970
66.3,1.0851,6.216,0.00428,489.358
66.4,1.0867,6.221,0.00429,489.728
66.5,1.0886,6.229,0.00431,490.354
66.6,1.0900,6.233,0.00432,490.714
66.7,1.0916,6.238,0.00433,491.113
66.8,1.0933,6.245,0.00434,491.637
66.9,1.0951,6.251,0.00436,492.102
67.0,1.0965,6.253,0.00437,492.310
67.1,1.0980,6.258,0.00438,492.688
67.2,1.0997,6.264,0.00440,493.141
67.3,1.1014,6.271,0.00441,493.657
67.4,1.1029,6.274,0.00442,493.911
67.5,1.1045,6.279,0.00444,494.286
67.6,1.1062,6.285,0.00445,494.767
67.7,1.1079,6.292,0.00447,495.314
67.8,1.1095,6.296,0.00448,495.619
67.9,1.1111,6.301,0.00449,496.027
68.0,1.1128,6.307,0.00450,496.500
68.1,1.1145,6.314,0.00452,497.043
68.2,1.1161,6.317,0.00454,497.328
68.3,1.1178,6.323,0.00455,497.818
68.4,1.1195,6.330,0.00457,498.323
68.5,1.1212,6.334,0.00458,498.682
68.6,1.1228,6.340,0.00460,499.110
68.7,1.1245,6.344,0.00461,499.474
68.8,1.1263,6.352,0.00463,500.062
68.9,1.1279,6.356,0.00464,500.417
69.0,1.1295,6.361,0.00465,500.766
69.1,1.1311,6.365,0.00466,501.123
69.2,1.1330,6.373,0.00468,501.730
69.3,1.1346,6.377,0.00469,502.013
69.4,1.1363,6.381,0.00471,502.331
69.5,1.1380,6.386,0.00472,502.703
69.6,1.1397,6.392,0.00474,503.208
69.7,1.1413,6.395,0.00476,503.476
69.8,1.1430,6.400,0.00477,503.812
69.9,1.1447,6.406,0.00479,504.319
70.0,1.1464,6.411,0.00480,504.723
70.1,1.1481,6.415,0.00482,505.007
70.2,1.1497,6.420,0.00483,505.395
70.3,1.1515,6.426,0.00485,505.908
70.4,1.1532,6.431,0.00487,506.257
70.5,1.1549,6.435,0.00488,506.624
70.6,1.1565,6.439,0.00490,506.933
70.7,1.1583,6.445,0.00491,507.375
70.8,1.1600,6.449,0.00493,507.737
70.9,1.1617,6.454,0.00494,508.130
71.0,1.1635,6.459,0.00496,508.497
71.1,1.1652,6.464,0.00498,508.863
71.2,1.1668,6.468,0.00499,509.179
71.3,1.1685,6.472,0.00501,509.477
71.4,1.1703,6.478,0.00502,509.967
71.5,1.1719,6.481,0.00504,510.260
71.6,1.1735,6.485,0.00505,510.547
71.7,1.1752,6.489,0.00507,510.880
71.8,1.1770,6.494,0.00509,511.271
71.9,1.1786,6.498,0.00511,511.576
72.0,1.1803,6.501,0.00512,511.824
72.1,1.1819,6.505,0.00514,512.129
72.2,1.1836,6.510,0.00516,512.471
72.3,1.1852,6.513,0.00517,512.716
72.4,1.1868,6.517,0.00518,513.037
72.5,1.1884,6.521,0.00521,513.356
72.6,1.1902,6.525,0.00522,513.680
72.7,1.1917,6.528,0.00523,513.927
72.8,1.1933,6.532,0.00525,514.246
72.9,1.1948,6.535,0.00526,514.507
73.0,1.1966,6.540,0.00529,514.829
73.1,1.1980,6.542,0.00530,515.005
73.2,1.1996,6.546,0.00532,515.360
73.3,1.2013,6.550,0.00533,515.627
73.4,1.2030,6.554,0.00535,515.982
73.5,1.2046,6.558,0.00536,516.245
73.6,1.2062,6.561,0.00538,516.548
73.7,1.2079,6.565,0.00539,516.871
73.8,1.2095,6.570,0.00541,517.238
73.9,1.2111,6.573,0.00543,517.459
74.0,1.2127,6.576,0.00545,517.709
74.1,1.2143,6.580,0.00547,518.037
74.2,1.2160,6.584,0.00548,518.368
74.3,1.2176,6.587,0.00550,518.602
74.4,1.2192,6.591,0.00551,518.894
74.5,1.2211,6.597,0.00553,519.345
74.6,1.2227,6.601,0.00555,519.702
74.7,1.2243,6.605,0.00556,519.949
74.8,1.2261,6.608,0.00559,520.229
74.9,1.2279,6.614,0.00560,520.698
75.0,1.2295,6.615,0.00562,520.772
75.1,1.2311,6.618,0.00564,521.022
75.2,1.2328,6.623,0.00565,521.411
75.3,1.2346,6.627,0.00567,521.737
75.4,1.2362,6.629,0.00569,521.873
75.5,1.2378,6.632,0.00570,522.088
75.6,1.2395,6.636,0.00572,522.400
75.7,1.2412,6.640,0.00574,522.715
75.8,1.2428,6.643,0.00576,522.948
75.9,1.2445,6.646,0.00577,523.172
76.0,1.2463,6.651,0.00579,523.571
76.1,1.2479,6.654,0.00581,523.818
76.2,1.2495,6.656,0.00582,524.016
76.3,1.2512,6.659,0.00584,524.227
76.4,1.2531,6.664,0.00586,524.616
76.5,1.2546,6.666,0.00588,524.821
76.6,1.2563,6.667,0.00590,524.903
76.7,1.2579,6.671,0.00592,525.159
76.8,1.2597,6.676,0.00593,525.591
76.9,1.2613,6.678,0.00595,525.735
77.0,1.2630,6.680,0.00597,525.856
77.1,1.2647,6.683,0.00599,526.128
77.2,1.2664,6.687,0.00601,526.419
77.3,1.2680,6.688,0.00603,526.557
77.4,1.2696,6.691,0.00605,526.778
77.5,1.2714,6.696,0.00607,527.111
77.6,1.2731,6.698,0.00608,527.311
77.7,1.2747,6.701,0.00610,527.502
77.8,1.2763,6.703,0.00612,527.685
77.9,1.2780,6.707,0.00614,528.004
78.0,1.2797,6.710,0.00616,528.238
78.1,1.2813,6.712,0.00617,528.404
78.2,1.2829,6.714,0.00620,528.558
78.3,1.2847,6.718,0.00621,528.877
78.4,1.2863,6.721,0.00623,529.083
78.5,1.2879,6.723,0.00625,529.283
78.6,1.2896,6.725,0.00627,529.399
78.7,1.2914,6.728,0.00629,529.689
78.8,1.2930,6.730,0.00631,529.862
78.9,1.2946,6.733,0.00632,530.076
79.0,1.2963,6.736,0.00635,530.315
79.1,1.2980,6.739,0.00637,530.538
79.2,1.2996,6.741,0.00638,530.672
79.3,1.3013,6.743,0.00640,530.846
79.4,1.3031,6.747,0.00642,531.173
79.5,1.3047,6.749,0.00644,531.343
79.6,1.3063,6.752,0.00646,531.518
79.7,1.3079,6.754,0.00648,531.681
79.8,1.3096,6.757,0.00650,531.963
79.9,1.3112,6.760,0.00651,532.180
80.0,1.3129,6.762,0.00654,532.317
80.1,1.3145,6.764,0.00656,532.478
80.2,1.3163,6.766,0.00657,532.678
80.3,1.3179,6.767,0.00659,532.771
80.4,1.3195,6.771,0.00662,533.036
80.5,1.3212,6.773,0.00663,533.199
80.6,1.3230,6.776,0.00665,533.458
80.7,1.3246,6.777,0.00667,533.536
80.8,1.3263,6.780,0.00669,533.769
80.9,1.3280,6.783,0.00671,533.973
81.0,1.3297,6.786,0.00673,534.245
81.1,1.3313,6.787,0.00675,534.314
81.2,1.3329,6.789,0.00677,534.457
81.3,1.3347,6.793,0.00679,534.749
81.4,1.3363,6.794,0.00681,534.885
81.5,1.3379,6.796,0.00683,534.981
81.6,1.3396,6.798,0.00685,535.157
81.7,1.3414,6.801,0.00687,535.441
81.8,1.3428,6.802,0.00689,535.459
81.9,1.3446,6.805,0.00690,535.703
82.0,1.3463,6.807,0.00693,535.893
82.1,1.3479,6.809,0.00695,536.064
82.2,1.3496,6.810,0.00696,536.151
82.3,1.3512,6.812,0.00698,536.281
82.4,1.3530,6.815,0.00701,536.521
82.5,1.3547,6.818,0.00703,536.720
82.6,1.3563,6.819,0.00705,536.856
82.7,1.3580,6.821,0.00706,536.950
82.8,1.3598,6.824,0.00710,537.213
82.9,1.3615,6.826,0.00711,537.367
83.0,1.3631,6.827,0.00713,537.477
83.1,1.3647,6.828,0.00715,537.526
83.2,1.3664,6.831,0.00717,537.776
83.3,1.3679,6.833,0.00719,537.904
83.4,1.3695,6.834,0.00720,538.013
83.5,1.3713,6.836,0.00723,538.153
83.6,1.3731,6.839,0.00725,538.373
83.7,1.3746,6.840,0.00727,538.461
83.8,1.3762,6.840,0.00729,538.517
83.9,1.3779,6.843,0.00731,538.697
84.0,1.3796,6.847,0.00733,538.999
84.1,1.3812,6.846,0.00736,538.982
84.2,1.3828,6.847,0.00737,539.017
84.3,1.3846,6.849,0.00740,539.198
84.4,1.3863,6.852,0.00741,539.459
84.5,1.3879,6.853,0.00743,539.490
84.6,1.3895,6.854,0.00745,539.622
84.7,1.3912,6.857,0.00748,539.836
84.8,1.3929,6.859,0.00750,540.000
84.9,1.3946,6.861,0.00752,540.103
85.0,1.3962,6.862,0.00754,540.211
85.1,1.3980,6.865,0.00756,540.458
85.2,1.3996,6.867,0.00758,540.594
85.3,1.4012,6.868,0.00760,540.670
85.4,1.4028,6.868,0.00762,540.706
85.5,1.4047,6.873,0.00764,541.055
85.6,1.4063,6.873,0.00767,541.074
85.7,1.4079,6.874,0.00769,541.180
85.8,1.4095,6.874,0.00771,541.159
85.9,1.4112,6.878,0.00773,541.456
86.0,1.4128,6.879,0.00775,541.551
86.1,1.4145,6.880,0.00777,541.641
86.2,1.4163,6.881,0.00779,541.734
86.3,1.4179,6.884,0.00781,541.929
86.4,1.4196,6.884,0.00784,541.974
86.5,1.4212,6.886,0.00786,542.095
86.6,1.4231,6.889,0.00788,542.344
86.7,1.4247,6.890,0.00789,542.443
86.8,1.4263,6.891,0.00792,542.488
86.9,1.4279,6.892,0.00794,542.591
87.0,1.4297,6.896,0.00796,542.854
87.1,1.4314,6.896,0.00798,542.928
87.2,1.4330,6.897,0.00800,542.959
87.3,1.4346,6.898,0.00802,543.017
87.4,1.4363,6.900,0.00805,543.197
87.5,1.4379,6.901,0.00807,543.305
87.6,1.4396,6.902,0.00809,543.387
87.7,1.4412,6.903,0.00812,543.470
87.8,1.4431,6.906,0.00814,543.655
87.9,1.4446,6.906,0.00816,543.647
88.0,1.4463,6.907,0.00818,543.789
88.1,1.4480,6.909,0.00820,543.881
88.2,1.4497,6.911,0.00822,544.100
88.3,1.4513,6.912,0.00824,544.127
88.4,1.4529,6.913,0.00826,544.224
88.5,1.4547,6.915,0.00828,544.375
88.6,1.4563,6.917,0.00830,544.525
88.7,1.4579,6.916,0.00833,544.455
88.8,1.4595,6.917,0.00835,544.562
88.9,1.4613,6.920,0.00836,544.769
89.0,1.4628,6.921,0.00839,544.893
89.1,1.4646,6.922,0.00841,544.947
89.2,1.4663,6.923,0.00844,545.023
89.3,1.4679,6.926,0.00846,545.250
89.4,1.4695,6.925,0.00848,545.206
89.5,1.4712,6.927,0.00850,545.365
89.6,1.4728,6.928,0.00853,545.446
89.7,1.4746,6.931,0.00854,545.622
89.8,1.4762,6.929,0.00856,545.527
89.9,1.4778,6.932,0.00858,545.706
90.0,1.4795,6.933,0.00860,545.829
90.1,1.4812,6.935,0.00863,545.938
90.2,1.4828,6.935,0.00865,545.959
90.3,1.4845,6.936,0.00867,546.025
90.4,1.4863,6.939,0.00869,546.251
90.5,1.4880,6.941,0.00872,546.415
90.6,1.4896,6.942,0.00874,546.480
90.7,1.4913,6.943,0.00876,546.578
90.8,1.4931,6.945,0.00878,546.766
90.9,1.4947,6.946,0.00880,546.793
91.0,1.4963,6.946,0.00883,546.816
91.1,1.4980,6.946,0.00885,546.867
91.2,1.4998,6.949,0.00887,547.096
91.3,1.5012,6.948,0.00890,546.997
91.4,1.5029,6.949,0.00891,547.047
91.5,1.5047,6.950,0.00894,547.172
91.6,1.5063,6.953,0.00896,547.379
91.7,1.5079,6.952,0.00898,547.266
91.8,1.5096,6.953,0.00901,547.368
91.9,1.5113,6.954,0.00903,547.449
92.0,1.5130,6.956,0.00904,547.623
92.1,1.5146,6.956,0.00907,547.615
92.2,1.5163,6.957,0.00909,547.697
92.3,1.5180,6.959,0.00911,547.858
92.4,1.5196,6.960,0.00914,547.939
92.5,1.5213,6.962,0.00916,548.056
92.6,1.5229,6.962,0.00918,548.112
92.7,1.5247,6.965,0.00921,548.324
92.8,1.5264,6.966,0.00923,548.414
92.9,1.5279,6.966,0.00925,548.420
93.0,1.5296,6.967,0.00928,548.469
93.1,1.5315,6.970,0.00930,548.751
93.2,1.5331,6.971,0.00932,548.778
93.3,1.5347,6.970,0.00934,548.709
93.4,1.5364,6.972,0.00937,548.837
93.5,1.5382,6.974,0.00939,549.035
93.6,1.5398,6.973,0.00941,548.980
93.7,1.5414,6.974,0.00943,549.006
93.8,1.5431,6.976,0.00945,549.193
93.9,1.5448,6.977,0.00948,549.263
94.0,1.5464,6.977,0.00950,549.282
94.1,1.5480,6.978,0.00952,549.342
94.2,1.5499,6.980,0.00955,549.526
94.3,1.5515,6.981,0.00956,549.562
94.4,1.5531,6.981,0.00959,549.569
94.5,1.5547,6.981,0.00961,549.589
94.6,1.5564,6.984,0.00964,549.785
94.7,1.5580,6.984,0.00965,549.825
94.8,1.5597,6.984,0.00968,549.852
94.9,1.5614,6.984,0.00970,549.801
95.0,1.5631,6.986,0.00973,549.940
95.1,1.5646,6.985,0.00974,549.899
95.2,1.5662,6.986,0.00977,549.980
95.3,1.5679,6.987,0.00979,550.035
95.4,1.5695,6.989,0.00981,550.192
95.5,1.5711,6.988,0.00983,550.124
95.6,1.5728,6.990,0.00986,550.278
95.7,1.5746,6.992,0.00988,550.412
95.8,1.5762,6.994,0.00990,550.585
95.9,1.5779,6.994,0.00992,550.608
96.0,1.5795,6.994,0.00994,550.581
96.1,1.5812,6.997,0.00997,550.812
96.2,1.5828,6.998,0.00999,550.905
96.3,1.5845,6.998,0.01002,550.920
96.4,1.5862,6.998,0.01004,550.938
96.5,1.5879,7.000,0.01006,551.096
96.6,1.5895,7.000,0.01009,551.077
96.7,1.5912,7.002,0.01011,551.218
96.8,1.5928,7.003,0.01013,551.301
96.9,1.5947,7.004,0.01015,551.373
97.0,1.5963,7.004,0.01017,551.400
97.1,1.5979,7.005,0.01020,551.446
97.2,1.5997,7.006,0.01022,551.552
97.3,1.6015,7.008,0.01025,551.709
97.4,1.6031,7.008,0.01027,551.727
97.5,1.6047,7.008,0.01029,551.701
97.6,1.6064,7.010,0.01031,551.878
97.7,1.6080,7.011,0.01033,551.978
97.8,1.6096,7.011,0.01035,551.920
97.9,1.6113,7.011,0.01038,551.915
98.0,1.6131,7.014,0.01040,552.160
98.1,1.6146,7.013,0.01042,552.075
98.2,1.6163,7.013,0.01044,552.134
98.3,1.6179,7.015,0.01047,552.261
98.4,1.6197,7.017,0.01049,552.411
98.5,1.6213,7.016,0.01051,552.321
98.6,1.6229,7.016,0.01054,552.326
98.7,1.6247,7.018,0.01056,552.470
98.8,1.6263,7.019,0.01058,552.581
98.9,1.6279,7.019,0.01060,552.563
99.0,1.6295,7.019,0.01062,552.579
99.1,1.6313,7.020,0.01064,552.684
99.2,1.6330,7.022,0.01067,552.794
99.3,1.6345,7.021,0.01069,552.728
99.4,1.6361,7.022,0.01071,552.804
99.5,1.6379,7.024,0.01074,552.975
99.6,1.6395,7.024,0.01077,553.002
99.7,1.6411,7.024,0.01078,553.008
99.8,1.6427,7.025,0.01081,553.050
99.9,1.6445,7.028,0.01083,553.247
100.0,1.6461,7.028,0.01085,553.288
100.1,1.6476,7.028,0.01087,553.308
100.2,1.6493,7.029,0.01090,553.367
100.3,1.6511,7.031,0.01093,553.554
100.4,1.6527,7.031,0.01095,553.517
100.5,1.6543,7.031,0.01097,553.512
100.6,1.6560,7.031,0.01099,553.530
100.7,1.6578,7.034,0.01102,553.734
100.8,1.6595,7.033,0.01104,553.686
100.9,1.6611,7.034,0.01106,553.765
101.0,1.6628,7.036,0.01108,553.915
101.1,1.6645,7.037,0.01111,553.996
101.2,1.6662,7.037,0.01113,554.001
101.3,1.6678,7.038,0.01115,554.081
101.4,1.6695,7.039,0.01117,554.167
101.5,1.6712,7.040,0.01120,554.244
101.6,1.6728,7.040,0.01122,554.261
101.7,1.6744,7.040,0.01124,554.231
101.8,1.6763,7.043,0.01126,554.474
101.9,1.6779,7.043,0.01129,554.448
102.0,1.6795,7.043,0.01131,554.453
102.1,1.6811,7.042,0.01133,554.417
102.2,1.6828,7.045,0.01135,554.627
102.3,1.6844,7.045,0.01138,554.656
102.4,1.6861,7.046,0.01140,554.688
102.5,1.6879,7.046,0.01143,554.703
102.6,1.6895,7.048,0.01145,554.873
102.7,1.6911,7.048,0.01147,554.840
102.8,1.6928,7.049,0.01149,554.900
102.9,1.6946,7.051,0.01152,555.075
103.0,1.6963,7.052,0.01154,555.136
103.1,1.6979,7.051,0.01157,555.113
103.2,1.6995,7.051,0.01159,555.122
103.3,1.7012,7.053,0.01162,555.288
103.4,1.7029,7.054,0.01164,555.357
103.5,1.7046,7.054,0.01166,555.341
103.6,1.7062,7.055,0.01168,555.374
103.7,1.7079,7.055,0.01171,555.419
103.8,1.7095,7.055,0.01173,555.445
103.9,1.7112,7.057,0.01175,555.559
104.0,1.7129,7.057,0.01177,555.554
104.1,1.7147,7.059,0.01180,555.699
104.2,1.7163,7.058,0.01182,555.645
104.3,1.7179,7.059,0.01185,555.724
104.4,1.7196,7.060,0.01187,555.775
104.5,1.7214,7.062,0.01190,555.942
104.6,1.7230,7.061,0.01192,555.879
104.7,1.7246,7.061,0.01194,555.876
104.8,1.7264,7.063,0.01196,556.050
104.9,1.7280,7.064,0.01199,556.101
105.0,1.7296,7.064,0.01201,556.097
105.1,1.7313,7.064,0.01203,556.085
105.2,1.7331,7.066,0.01205,556.278
105.3,1.7346,7.065,0.01208,556.225
105.4,1.7363,7.066,0.01210,556.276
105.5,1.7380,7.067,0.01212,556.373
105.6,1.7396,7.069,0.01215,556.536
105.7,1.7413,7.068,0.01216,556.448
105.8,1.7430,7.069,0.01219,556.511
105.9,1.7447,7.070,0.01222,556.605
106.0,1.7464,7.071,0.01224,556.682
106.1,1.7480,7.071,0.01227,556.705
106.2,1.7496,7.071,0.01229,556.679
106.3,1.7515,7.073,0.01231,556.859
106.4,1.7531,7.074,0.01234,556.924
106.5,1.7547,7.074,0.01236,556.925
106.6,1.7564,7.075,0.01238,556.959
106.7,1.7582,7.076,0.01241,557.103
106.8,1.7598,7.077,0.01242,557.128
106.9,1.7614,7.077,0.01245,557.138
107.0,1.7631,7.077,0.01247,557.160
107.1,1.7648,7.079,0.01250,557.334
107.2,1.7663,7.078,0.01251,557.200
107.3,1.7680,7.078,0.01253,557.196
107.4,1.7697,7.079,0.01257,557.281
107.5,1.7715,7.081,0.01259,557.448
107.6,1.7730,7.080,0.01261,557.343
107.7,1.7747,7.080,0.01264,557.349
107.8,1.7763,7.081,0.01265,557.442
107.9,1.7780,7.082,0.01269,557.552
108.0,1.7796,7.082,0.01270,557.518
108.1,1.7811,7.082,0.01273,557.520
108.2,1.7829,7.083,0.01275,557.623
108.3,1.7846,7.084,0.01277,557.710
108.4,1.7862,7.085,0.01279,557.751
108.5,1.7878,7.085,0.01282,557.747
108.6,1.7896,7.087,0.01284,557.919
108.7,1.7912,7.088,0.01286,558.005
108.8,1.7928,7.088,0.01288,557.997
108.9,1.7944,7.088,0.01291,558.015
109.0,1.7963,7.091,0.01293,558.245
109.1,1.7979,7.090,0.01295,558.173
109.2,1.7995,7.089,0.01298,558.110
109.3,1.8012,7.090,0.01300,558.152
109.4,1.8029,7.092,0.01303,558.342
109.5,1.8045,7.092,0.01305,558.292
109.6,1.8062,7.092,0.01307,558.323
109.7,1.8079,7.093,0.01310,558.439
109.8,1.8095,7.094,0.01312,558.467
109.9,1.8111,7.094,0.01314,558.446
110.0,1.8128,7.094,0.01317,558.457
110.1,1.8146,7.096,0.01319,558.649
110.2,1.8163,7.097,0.01321,558.691
110.3,1.8179,7.097,0.01324,558.745
110.4,1.8195,7.098,0.01326,558.783
110.5,1.8213,7.100,0.01329,558.961
110.6,1.8230,7.100,0.01331,558.986
110.7,1.8247,7.101,0.01333,558.997
110.8,1.8263,7.100,0.01336,558.923
110.9,1.8281,7.102,0.01338,559.104
111.0,1.8297,7.101,0.01340,559.036
111.1,1.8313,7.101,0.01342,559.069
111.2,1.8331,7.103,0.01346,559.162
111.3,1.8347,7.103,0.01347,559.201
111.4,1.8363,7.102,0.01349,559.129
111.5,1.8379,7.102,0.01352,559.120
111.6,1.8396,7.104,0.01354,559.287
111.7,1.8413,7.105,0.01357,559.349
111.8,1.8429,7.104,0.01359,559.307
111.9,1.8445,7.104,0.01361,559.301
112.0,1.8462,7.107,0.01363,559.520
112.1,1.8479,7.108,0.01366,559.551
112.2,1.8495,7.108,0.01368,559.544
112.3,1.8511,7.108,0.01370,559.576
112.4,1.8528,7.109,0.01372,559.649
112.5,1.8544,7.109,0.01375,559.655
112.6,1.8561,7.109,0.01377,559.697
112.7,1.8577,7.110,0.01379,559.745
112.8,1.8595,7.111,0.01381,559.806
112.9,1.8611,7.111,0.01385,559.823
113.0,1.8627,7.112,0.01387,559.892
113.1,1.8644,7.113,0.01389,559.950
113.2,1.8663,7.115,0.01392,560.119
113.3,1.8679,7.115,0.01394,560.112
113.4,1.8695,7.115,0.01396,560.113
113.5,1.8712,7.115,0.01399,560.164
113.6,1.8729,7.117,0.01400,560.318
113.7,1.8745,7.116,0.01403,560.220
113.8,1.8761,7.116,0.01405,560.203
113.9,1.8779,7.118,0.01408,560.365
114.0,1.8795,7.118,0.01410,560.363
114.1,1.8811,7.118,0.01412,560.385
114.2,1.8828,7.119,0.01415,560.419
114.3,1.8846,7.121,0.01417,560.621
114.4,1.8861,7.120,0.01419,560.518
114.5,1.8878,7.121,0.01422,560.597
114.6,1.8895,7.122,0.01425,560.700
114.7,1.8912,7.123,0.01427,560.781
114.8,1.8928,7.122,0.01429,560.689
114.9,1.8944,7.122,0.01431,560.694
115.0,1.8962,7.123,0.01434,560.776
115.1,1.8979,7.125,0.01436,560.909
115.2,1.8995,7.124,0.01438,560.865
115.3,1.9011,7.124,0.01441,560.872
115.4,1.9029,7.126,0.01443,561.006
115.5,1.9046,7.127,0.01445,561.092
115.6,1.9063,7.127,0.01447,561.096
115.7,1.9079,7.127,0.01450,561.098
115.8,1.9097,7.130,0.01452,561.310
115.9,1.9113,7.131,0.01454,561.363
116.0,1.9130,7.130,0.01457,561.318
116.1,1.9147,7.130,0.01459,561.340
116.2,1.9165,7.134,0.01461,561.594
116.3,1.9180,7.132,0.01464,561.488
116.4,1.9197,7.132,0.01466,561.447
116.5,1.9215,7.132,0.01468,561.469
116.6,1.9231,7.133,0.01471,561.589
116.7,1.9247,7.133,0.01473,561.531
116.8,1.9264,7.133,0.01476,561.539
116.9,1.9281,7.134,0.01478,561.646
117.0,1.9298,7.135,0.01480,561.732
117.1,1.9315,7.134,0.01482,561.661
117.2,1.9331,7.135,0.01485,561.679
117.3,1.9348,7.137,0.01487,561.837
117.4,1.9364,7.137,0.01490,561.882
117.5,1.9380,7.136,0.01492,561.814
117.6,1.9395,7.137,0.01494,561.852
117.7,1.9414,7.139,0.01496,562.001
117.8,1.9430,7.139,0.01499,562.010
117.9,1.9438,7.137,0.01500,561.884
137.3,1.9438,6.762,0.17473,532.363
137.4,1.9438,6.762,0.17476,532.336
137.5,1.9438,6.761,0.17473,532.277
137.6,1.9544,6.880,0.17477,541.654
137.7,1.9708,7.106,0.17471,559.427
137.8,1.9876,7.276,0.17475,572.814
137.9,2.0043,7.370,0.17473,580.202
138.0,2.0211,7.401,0.17477,582.635
138.1,2.0377,7.402,0.17474,582.694
138.2,2.0543,7.400,0.17476,582.572
138.3,2.0708,7.399,0.17474,582.487
138.4,2.0874,7.404,0.17475,582.855
138.5,2.1045,7.407,0.17475,583.091
138.6,2.1213,7.408,0.17473,583.192
138.7,2.1377,7.407,0.17475,583.087
138.8,2.1541,7.410,0.17474,583.343
138.9,2.1709,7.415,0.17474,583.720
139.0,2.1876,7.417,0.17476,583.942
139.1,2.2044,7.419,0.17475,584.090
139.2,2.2211,7.423,0.17474,584.364
139.3,2.2380,7.428,0.17476,584.740
139.4,2.2547,7.430,0.17473,584.924
139.5,2.2716,7.435,0.17475,585.309
139.6,2.2882,7.437,0.17475,585.515
139.7,2.3041,7.434,0.17474,585.236
139.8,2.3207,7.444,0.17476,585.999
139.9,2.3376,7.449,0.17476,586.432
140.0,2.3547,7.454,0.17474,586.823
140.1,2.3718,7.459,0.17478,587.217
140.2,2.3883,7.458,0.17474,587.133
140.3,2.4043,7.459,0.17475,587.207
140.4,2.4207,7.465,0.17476,587.681
140.5,2.4375,7.471,0.17475,588.168
140.6,2.4544,7.477,0.17474,588.607
140.7,2.4710,7.479,0.17477,588.787
140.8,2.4877,7.482,0.17475,589.062
140.9,2.5043,7.486,0.17477,589.341
141.0,2.5209,7.490,0.17477,589.689
141.1,2.5376,7.494,0.17475,589.994
141.2,2.5547,7.500,0.17477,590.463
141.3,2.5711,7.501,0.17476,590.506
141.4,2.5877,7.506,0.17474,590.897
141.5,2.6043,7.510,0.17477,591.256
141.6,2.6211,7.515,0.17475,591.616
141.7,2.6379,7.518,0.17476,591.836
141.8,2.6545,7.522,0.17478,592.167
141.9,2.6711,7.526,0.17475,592.454
142.0,2.6879,7.532,0.17477,592.945
142.1,2.7045,7.534,0.17477,593.119
142.2,2.7212,7.537,0.17474,593.338
142.3,2.7380,7.542,0.17476,593.778
142.4,2.7547,7.545,0.17476,594.015
142.5,2.7710,7.547,0.17475,594.105
142.6,2.7877,7.553,0.17477,594.652
142.7,2.8045,7.558,0.17476,594.974
142.8,2.8211,7.561,0.17477,595.246
142.9,2.8375,7.562,0.17477,595.361
143.0,2.8543,7.568,0.17476,595.775
143.1,2.8709,7.571,0.17475,596.052
143.2,2.8876,7.576,0.17476,596.435
143.3,2.9044,7.580,0.17474,596.724
143.4,2.9211,7.584,0.17477,597.055
143.5,2.9379,7.587,0.17476,597.318
143.6,2.9548,7.592,0.17476,597.712
143.7,2.9711,7.596,0.17478,598.012
143.8,2.9876,7.596,0.17477,597.976
143.9,3.0042,7.602,0.17476,598.439
144.0,3.0211,7.607,0.17477,598.867
144.1,3.0378,7.609,0.17476,599.052
144.2,3.0543,7.612,0.17475,599.283
144.3,3.0711,7.618,0.17478,599.742
144.4,3.0878,7.620,0.17476,599.895
144.5,3.1044,7.624,0.17478,600.223
144.6,3.1214,7.630,0.17478,600.708
144.7,3.1378,7.629,0.17476,600.607
144.8,3.1542,7.633,0.17478,600.927
144.9,3.1708,7.638,0.17476,601.298
145.0,3.1875,7.642,0.17477,601.607
145.1,3.2042,7.647,0.17477,602.001
145.2,3.2211,7.651,0.17478,602.344
145.3,3.2378,7.653,0.17474,602.491
145.4,3.2543,7.657,0.17481,602.783
145.5,3.2708,7.658,0.17474,602.901
145.6,3.2875,7.664,0.17479,603.354
145.7,3.3044,7.669,0.17478,603.730
145.8,3.3212,7.672,0.17475,603.978
145.9,3.3375,7.672,0.17478,603.997
146.0,3.3542,7.677,0.17476,604.340
146.1,3.3710,7.682,0.17476,604.749
146.2,3.3878,7.686,0.17478,605.099
146.3,3.4044,7.689,0.17477,605.300
146.4,3.4211,7.692,0.17477,605.583
146.5,3.4379,7.696,0.17479,605.882
146.6,3.4546,7.698,0.17476,606.062
146.7,3.4712,7.702,0.17478,606.361
146.8,3.4878,7.705,0.17478,606.601
146.9,3.5039,7.705,0.17475,606.546
147.0,3.5206,7.713,0.17479,607.198
147.1,3.5375,7.717,0.17476,607.528
147.2,3.5546,7.722,0.17476,607.952
