Time(s),Crosshead(mm),Load(kN),Extensometer(mm/mm),Stress(MPa)
127.8,2.1088,9.407,0.00367,818.9
127.9,2.1104,9.417,0.00368,819.9
128.0,2.1121,9.429,0.00368,820.9
128.1,2.1137,9.439,0.00368,821.7
128.2,2.1153,9.450,0.00369,822.7
128.3,2.1171,9.463,0.00369,823.8
128.4,2.1187,9.474,0.00369,824.8
128.5,2.1203,9.484,0.00370,825.6
128.6,2.1220,9.495,0.00371,826.6
128.7,2.1236,9.507,0.00371,827.7
128.8,2.1253,9.518,0.00371,828.6
128.9,2.1269,9.529,0.00372,829.6
129.0,2.1286,9.540,0.00373,830.6
129.1,2.1303,9.552,0.00373,831.6
129.2,2.1320,9.562,0.00374,832.4
129.3,2.1336,9.574,0.00373,833.5
129.4,2.1353,9.585,0.00374,834.4
129.5,2.1371,9.597,0.00374,835.5
129.6,2.1386,9.607,0.00375,836.4
129.7,2.1403,9.618,0.00375,837.3
129.8,2.1420,9.630,0.00376,838.4
129.9,2.1437,9.642,0.00376,839.4
130.0,2.1453,9.652,0.00377,840.3
130.1,2.1469,9.662,0.00378,841.2
130.2,2.1488,9.675,0.00378,842.3
130.3,2.1502,9.685,0.00378,843.2
130.4,2.1520,9.697,0.00379,844.2
130.5,2.1536,9.707,0.00379,845.1
130.6,2.1553,9.720,0.00379,846.2
130.7,2.1569,9.729,0.00380,847.0
130.8,2.1585,9.741,0.00380,848.0
130.9,2.1603,9.752,0.00381,849.0
131.0,2.1620,9.764,0.00381,850.0
131.1,2.1636,9.774,0.00382,850.9
131.2,2.1653,9.786,0.00382,852.0
131.3,2.1671,9.798,0.00383,853.0
131.4,2.1688,9.810,0.00383,854.1
131.5,2.1704,9.821,0.00383,855.0
131.6,2.1720,9.832,0.00385,856.0
131.7,2.1738,9.845,0.00385,857.1
131.8,2.1753,9.856,0.00385,858.0
131.9,2.1769,9.866,0.00385,858.9
132.0,2.1786,9.877,0.00386,859.9
132.1,2.1804,9.891,0.00387,861.0
132.2,2.1819,9.900,0.00387,861.9
132.3,2.1835,9.910,0.00388,862.7
132.4,2.1852,9.922,0.00388,863.8
132.5,2.1869,9.936,0.00389,865.0
132.6,2.1885,9.945,0.00389,865.8
132.7,2.1902,9.956,0.00389,866.7
132.8,2.1920,9.968,0.00390,867.8
132.9,2.1936,9.981,0.00390,868.9
133.0,2.1953,9.991,0.00391,869.8
133.1,2.1969,10.003,0.00391,870.8
133.2,2.1987,10.015,0.00392,871.9
133.3,2.2004,10.027,0.00392,872.9
133.4,2.2020,10.038,0.00392,873.9
133.5,2.2036,10.048,0.00393,874.8
133.6,2.2055,10.062,0.00393,875.9
133.7,2.2071,10.073,0.00394,876.9
133.8,2.2086,10.083,0.00394,877.8
133.9,2.2102,10.093,0.00395,878.7
134.0,2.2120,10.108,0.00395,880.0
134.1,2.2136,10.118,0.00396,880.8
134.2,2.2153,10.129,0.00397,881.8
134.3,2.2170,10.140,0.00397,882.8
134.4,2.2187,10.152,0.00397,883.9
134.5,2.2203,10.164,0.00398,884.8
134.6,2.2220,10.175,0.00398,885.8
134.7,2.2237,10.187,0.00399,886.9
134.8,2.2254,10.200,0.00399,887.9
134.9,2.2271,10.210,0.00400,888.9
135.0,2.2287,10.223,0.00400,890.0
135.1,2.2305,10.235,0.00401,891.1
135.2,2.2321,10.247,0.00401,892.1
135.3,2.2338,10.258,0.00402,893.1
135.4,2.2353,10.268,0.00402,893.9
135.5,2.2371,10.281,0.00402,895.0
135.6,2.2387,10.293,0.00403,896.1
135.7,2.2404,10.305,0.00403,897.1
135.8,2.2420,10.315,0.00404,898.0
135.9,2.2438,10.328,0.00404,899.1
136.0,2.2454,10.339,0.00405,900.1
136.1,2.2470,10.351,0.00405,901.1
136.2,2.2488,10.363,0.00406,902.2
136.3,2.2504,10.376,0.00406,903.3
136.4,2.2520,10.387,0.00407,904.3
136.5,2.2536,10.398,0.00407,905.2
136.6,2.2553,10.412,0.00408,906.4
136.7,2.2569,10.423,0.00408,907.4
136.8,2.2586,10.434,0.00409,908.3
136.9,2.2602,10.445,0.00409,909.3
137.0,2.2618,10.458,0.00410,910.4
137.1,2.2634,10.469,0.00410,911.4
137.2,2.2652,10.481,0.00410,912.5
137.3,2.2668,10.493,0.00411,913.5
137.4,2.2684,10.505,0.00412,914.5
137.5,2.2700,10.515,0.00412,915.4
137.6,2.2717,10.529,0.00413,916.6
137.7,2.2734,10.541,0.00413,917.7
137.8,2.2752,10.553,0.00414,918.7
137.9,2.2768,10.565,0.00415,919.8
138.0,2.2784,10.576,0.00414,920.8
138.1,2.2801,10.589,0.00415,921.9
138.2,2.2818,10.602,0.00416,923.0
138.3,2.2834,10.613,0.00416,924.0
138.4,2.2851,10.625,0.00417,925.0
138.5,2.2868,10.638,0.00417,926.1
138.6,2.2883,10.650,0.00418,927.1
138.7,2.2900,10.661,0.00418,928.1
138.8,2.2917,10.674,0.00419,929.2
138.9,2.2935,10.688,0.00420,930.5
139.0,2.2950,10.697,0.00419,931.3
139.1,2.2967,10.709,0.00420,932.3
139.2,2.2984,10.723,0.00420,933.5
139.3,2.3002,10.736,0.00421,934.6
139.4,2.3019,10.747,0.00421,935.6
139.5,2.3035,10.759,0.00422,936.6
139.6,2.3052,10.772,0.00423,937.8
139.7,2.3069,10.784,0.00423,938.8
139.8,2.3085,10.795,0.00424,939.8
139.9,2.3102,10.807,0.00424,940.8
140.0,2.3120,10.821,0.00425,942.0
140.1,2.3135,10.832,0.00425,943.0
140.2,2.3150,10.842,0.00426,943.9
140.3,2.3167,10.854,0.00426,944.9
140.4,2.3185,10.868,0.00427,946.1
140.5,2.3200,10.878,0.00427,947.0
140.6,2.3216,10.889,0.00428,948.0
140.7,2.3233,10.901,0.00428,949.0
140.8,2.3251,10.915,0.00429,950.3
140.9,2.3267,10.926,0.00430,951.2
141.0,2.3284,10.938,0.00430,952.2
141.1,2.3301,10.951,0.00430,953.4
141.2,2.3317,10.963,0.00431,954.4
141.3,2.3333,10.974,0.00431,955.4
141.4,2.3349,10.986,0.00432,956.4
141.5,2.3368,10.999,0.00433,957.6
141.6,2.3384,11.012,0.00433,958.7
141.7,2.3400,11.024,0.00433,959.7
141.8,2.3416,11.036,0.00434,960.7
141.9,2.3435,11.050,0.00434,962.0
142.0,2.3451,11.061,0.00435,963.0
142.1,2.3468,11.073,0.00435,964.0
142.2,2.3484,11.084,0.00436,964.9
142.3,2.3501,11.097,0.00436,966.1
142.4,2.3517,11.109,0.00437,967.1
142.5,2.3533,11.121,0.00438,968.2
142.6,2.3551,11.132,0.00438,969.1
142.7,2.3568,11.145,0.00438,970.3
142.8,2.3584,11.156,0.00439,971.2
142.9,2.3600,11.167,0.00440,972.2
143.0,2.3617,11.181,0.00440,973.4
143.1,2.3634,11.194,0.00440,974.5
143.2,2.3651,11.205,0.00441,975.5
143.3,2.3667,11.217,0.00441,976.5
143.4,2.3684,11.230,0.00442,977.7
143.5,2.3701,11.242,0.00442,978.7
143.6,2.3717,11.254,0.00443,979.7
143.7,2.3732,11.265,0.00443,980.7
143.8,2.3750,11.278,0.00444,981.8
143.9,2.3766,11.290,0.00444,982.9
144.0,2.3784,11.302,0.00444,983.9
144.1,2.3799,11.312,0.00445,984.8
144.2,2.3817,11.325,0.00445,986.0
144.3,2.3832,11.336,0.00446,986.9
144.4,2.3849,11.350,0.00447,988.1
144.5,2.3867,11.360,0.00447,989.0
144.6,2.3884,11.375,0.00448,990.3
144.7,2.3900,11.385,0.00448,991.2
144.8,2.3916,11.397,0.00449,992.2
144.9,2.3934,11.411,0.00449,993.4
145.0,2.3950,11.423,0.00450,994.5
145.1,2.3967,11.435,0.00450,995.5
145.2,2.3983,11.446,0.00451,996.5
145.3,2.4000,11.459,0.00451,997.6
145.4,2.4015,11.470,0.00451,998.6
145.5,2.4032,11.482,0.00452,999.6
145.6,2.4049,11.494,0.00453,1000.7
145.7,2.4065,11.507,0.00453,1001.8
145.8,2.4081,11.517,0.00454,1002.6
145.9,2.4098,11.531,0.00454,1003.8
146.0,2.4115,11.542,0.00454,1004.9
146.1,2.4132,11.555,0.00455,1005.9
146.2,2.4148,11.566,0.00456,1006.9
146.3,2.4164,11.578,0.00456,1007.9
146.4,2.4181,11.590,0.00457,1009.0
146.5,2.4199,11.603,0.00457,1010.1
146.6,2.4215,11.615,0.00458,1011.2
146.7,2.4232,11.627,0.00458,1012.2
146.8,2.4249,11.639,0.00459,1013.3
146.9,2.4265,11.652,0.00459,1014.4
147.0,2.4282,11.664,0.00460,1015.4
147.1,2.4299,11.676,0.00460,1016.5
147.2,2.4317,11.689,0.00461,1017.7
147.3,2.4332,11.698,0.00461,1018.4
147.4,2.4348,11.710,0.00461,1019.5
147.5,2.4365,11.723,0.00462,1020.6
147.6,2.4383,11.736,0.00463,1021.7
147.7,2.4398,11.744,0.00463,1022.4
147.8,2.4415,11.756,0.00463,1023.4
147.9,2.4432,11.768,0.00464,1024.5
148.0,2.4449,11.781,0.00464,1025.7
148.1,2.4465,11.792,0.00465,1026.6
148.2,2.4481,11.804,0.00466,1027.6
148.3,2.4499,11.818,0.00466,1028.8
148.4,2.4516,11.830,0.00467,1029.8
148.5,2.4532,11.842,0.00468,1030.9
148.6,2.4548,11.852,0.00468,1031.8
148.7,2.4566,11.867,0.00468,1033.1
148.8,2.4582,11.878,0.00469,1034.0
148.9,2.4597,11.889,0.00469,1035.0
149.0,2.4613,11.900,0.00469,1036.0
149.1,2.4632,11.914,0.00471,1037.2
149.2,2.4648,11.925,0.00471,1038.1
149.3,2.4664,11.935,0.00471,1039.1
149.4,2.4680,11.947,0.00472,1040.1
149.5,2.4697,11.961,0.00472,1041.3
149.6,2.4713,11.972,0.00472,1042.2
149.7,2.4729,11.983,0.00473,1043.2
149.8,2.4748,11.997,0.00474,1044.4
149.9,2.4764,12.009,0.00474,1045.5
150.0,2.4780,12.020,0.00474,1046.5
150.1,2.4797,12.031,0.00475,1047.4
150.2,2.4815,12.045,0.00476,1048.6
150.3,2.4831,12.057,0.00476,1049.7
150.4,2.4848,12.068,0.00477,1050.6
150.5,2.4863,12.080,0.00477,1051.7
150.6,2.4881,12.093,0.00478,1052.8
150.7,2.4897,12.105,0.00478,1053.8
150.8,2.4914,12.117,0.00479,1054.9
150.9,2.4930,12.127,0.00479,1055.8
151.0,2.4948,12.141,0.00479,1057.0
151.1,2.4964,12.153,0.00480,1058.0
151.2,2.4981,12.165,0.00481,1059.1
151.3,2.4999,12.177,0.00481,1060.1
151.4,2.5016,12.190,0.00482,1061.2
151.5,2.5032,12.201,0.00482,1062.2
151.6,2.5048,12.213,0.00483,1063.2
151.7,2.5065,12.226,0.00483,1064.4
151.8,2.5082,12.238,0.00484,1065.4
151.9,2.5098,12.249,0.00484,1066.4
152.0,2.5115,12.261,0.00485,1067.4
152.1,2.5132,12.274,0.00485,1068.6
152.2,2.5148,12.286,0.00486,1069.6
152.3,2.5165,12.297,0.00486,1070.6
152.4,2.5181,12.309,0.00487,1071.6
152.5,2.5197,12.321,0.00488,1072.6
152.6,2.5213,12.332,0.00488,1073.6
152.7,2.5231,12.344,0.00488,1074.7
152.8,2.5247,12.355,0.00489,1075.6
152.9,2.5264,12.367,0.00489,1076.7
153.0,2.5280,12.379,0.00490,1077.7
153.1,2.5297,12.392,0.00490,1078.8
153.2,2.5314,12.403,0.00491,1079.8
153.3,2.5331,12.416,0.00491,1080.9
153.4,2.5347,12.427,0.00492,1081.9
153.5,2.5363,12.439,0.00492,1082.9
153.6,2.5380,12.451,0.00493,1084.0
153.7,2.5397,12.464,0.00494,1085.1
153.8,2.5413,12.475,0.00494,1086.0
153.9,2.5429,12.486,0.00494,1087.0
154.0,2.5447,12.500,0.00495,1088.2
154.1,2.5461,12.511,0.00496,1089.2
154.2,2.5479,12.523,0.00496,1090.2
154.3,2.5496,12.534,0.00497,1091.2
154.4,2.5513,12.548,0.00497,1092.4
154.5,2.5528,12.558,0.00498,1093.2
154.6,2.5545,12.571,0.00499,1094.4
154.7,2.5562,12.583,0.00499,1095.4
154.8,2.5580,12.596,0.00499,1096.6
154.9,2.5596,12.607,0.00500,1097.5
155.0,2.5612,12.619,0.00500,1098.5
155.1,2.5630,12.632,0.00500,1099.7
155.2,2.5647,12.644,0.00501,1100.8
155.3,2.5663,12.655,0.00501,1101.8
155.4,2.5679,12.667,0.00502,1102.8
155.5,2.5697,12.681,0.00503,1104.0
155.6,2.5712,12.693,0.00503,1105.0
155.7,2.5728,12.704,0.00504,1106.0
155.8,2.5745,12.716,0.00504,1107.1
155.9,2.5764,12.731,0.00505,1108.3
156.0,2.5779,12.739,0.00505,1109.1
156.1,2.5796,12.751,0.00506,1110.1
156.2,2.5812,12.763,0.00507,1111.2
156.3,2.5829,12.778,0.00507,1112.4
156.4,2.5846,12.788,0.00507,1113.3
156.5,2.5863,12.800,0.00508,1114.3
156.6,2.5880,12.813,0.00509,1115.4
156.7,2.5897,12.825,0.00509,1116.5
156.8,2.5914,12.838,0.00510,1117.6
156.9,2.5931,12.849,0.00510,1118.6
157.0,2.5948,12.862,0.00511,1119.8
157.1,2.5965,12.874,0.00511,1120.8
157.2,2.5980,12.886,0.00512,1121.8
157.3,2.5996,12.897,0.00512,1122.8
157.4,2.6015,12.911,0.00513,1124.0
157.5,2.6031,12.922,0.00513,1125.0
157.6,2.6047,12.933,0.00514,1125.9
157.7,2.6063,12.943,0.00514,1126.8
157.8,2.6080,12.957,0.00515,1128.0
157.9,2.6096,12.968,0.00515,1128.9
158.0,2.6112,12.979,0.00516,1129.9
158.1,2.6128,12.990,0.00516,1130.8
158.2,2.6145,13.003,0.00516,1132.0
158.3,2.6161,13.014,0.00517,1133.0
158.4,2.6177,13.026,0.00518,1134.0
158.5,2.6195,13.038,0.00518,1135.0
158.6,2.6212,13.050,0.00519,1136.1
158.7,2.6228,13.061,0.00520,1137.1
158.8,2.6244,13.073,0.00520,1138.1
158.9,2.6261,13.086,0.00521,1139.3
159.0,2.6277,13.098,0.00521,1140.2
159.1,2.6294,13.109,0.00521,1141.2
159.2,2.6309,13.121,0.00522,1142.3
159.3,2.6327,13.134,0.00523,1143.4
159.4,2.6344,13.146,0.00523,1144.4
159.5,2.6360,13.158,0.00524,1145.5
159.6,2.6376,13.168,0.00524,1146.4
159.7,2.6393,13.181,0.00525,1147.5
159.8,2.6409,13.193,0.00525,1148.6
159.9,2.6426,13.206,0.00526,1149.7
160.0,2.6444,13.217,0.00527,1150.7
160.1,2.6461,13.231,0.00527,1151.8
160.2,2.6477,13.241,0.00528,1152.8
160.3,2.6493,13.253,0.00528,1153.8
160.4,2.6511,13.266,0.00528,1154.9
160.5,2.6528,13.278,0.00529,1156.0
160.6,2.6544,13.289,0.00530,1156.9
160.7,2.6560,13.301,0.00530,1157.9
160.8,2.6577,13.314,0.00531,1159.1
160.9,2.6593,13.326,0.00531,1160.1
161.0,2.6611,13.338,0.00532,1161.1
161.1,2.6627,13.350,0.00532,1162.2
161.2,2.6644,13.362,0.00533,1163.2
161.3,2.6660,13.372,0.00534,1164.1
161.4,2.6677,13.386,0.00534,1165.4
161.5,2.6693,13.398,0.00534,1166.4
161.6,2.6711,13.410,0.00535,1167.4
161.7,2.6727,13.421,0.00536,1168.4
161.8,2.6744,13.433,0.00536,1169.4
161.9,2.6760,13.444,0.00537,1170.4
162.0,2.6777,13.457,0.00537,1171.6
162.1,2.6793,13.468,0.00538,1172.5
162.2,2.6809,13.480,0.00538,1173.5
162.3,2.6827,13.492,0.00539,1174.6
162.4,2.6844,13.505,0.00539,1175.7
162.5,2.6860,13.516,0.00540,1176.7
162.6,2.6876,13.528,0.00540,1177.7
162.7,2.6895,13.543,0.00541,1179.0
162.8,2.6909,13.554,0.00541,1179.9
162.9,2.6927,13.565,0.00542,1181.0
163.0,2.6944,13.576,0.00543,1181.9
163.1,2.6961,13.590,0.00543,1183.1
163.2,2.6976,13.599,0.00544,1183.9
163.3,2.6993,13.610,0.00544,1184.9
163.4,2.7010,13.623,0.00545,1186.0
163.5,2.7028,13.637,0.00545,1187.2
163.6,2.7044,13.646,0.00546,1188.0
163.7,2.7060,13.658,0.00546,1189.0
163.8,2.7077,13.670,0.00546,1190.1
163.9,2.7094,13.683,0.00547,1191.2
164.0,2.7111,13.694,0.00548,1192.2
164.1,2.7127,13.706,0.00548,1193.2
164.2,2.7145,13.719,0.00549,1194.3
164.3,2.7161,13.731,0.00549,1195.4
164.4,2.7177,13.742,0.00550,1196.4
164.5,2.7194,13.754,0.00550,1197.4
164.6,2.7212,13.767,0.00551,1198.5
164.7,2.7228,13.779,0.00551,1199.5
164.8,2.7244,13.790,0.00552,1200.5
164.9,2.7260,13.801,0.00553,1201.5
165.0,2.7279,13.816,0.00553,1202.8
165.1,2.7295,13.826,0.00554,1203.7
165.2,2.7311,13.837,0.00554,1204.6
165.3,2.7328,13.848,0.00555,1205.5
165.4,2.7345,13.862,0.00556,1206.8
165.5,2.7361,13.873,0.00556,1207.7
165.6,2.7378,13.884,0.00556,1208.7
165.7,2.7396,13.897,0.00557,1209.8
165.8,2.7412,13.909,0.00557,1210.9
165.9,2.7429,13.920,0.00558,1211.9
166.0,2.7445,13.932,0.00559,1212.9
166.1,2.7463,13.945,0.00560,1214.0
166.2,2.7480,13.957,0.00560,1215.1
166.3,2.7496,13.968,0.00560,1216.0
166.4,2.7511,13.979,0.00561,1216.9
166.5,2.7528,13.992,0.00562,1218.1
166.6,2.7545,14.003,0.00562,1219.1
166.7,2.7562,14.014,0.00563,1220.1
166.8,2.7577,14.024,0.00563,1220.9
166.9,2.7595,14.038,0.00564,1222.2
167.0,2.7611,14.050,0.00565,1223.1
167.1,2.7628,14.061,0.00565,1224.1
167.2,2.7645,14.072,0.00566,1225.0
167.3,2.7661,14.083,0.00566,1226.1
167.4,2.7677,14.094,0.00567,1227.0
167.5,2.7693,14.106,0.00567,1228.0
167.6,2.7710,14.117,0.00568,1229.0
167.7,2.7726,14.129,0.00568,1230.0
167.8,2.7741,14.139,0.00569,1230.9
167.9,2.7757,14.150,0.00569,1231.9
168.0,2.7775,14.163,0.00570,1233.0
168.1,2.7791,14.176,0.00571,1234.1
168.2,2.7807,14.186,0.00571,1235.0
168.3,2.7824,14.196,0.00571,1235.9
168.4,2.7840,14.211,0.00572,1237.1
168.5,2.7856,14.221,0.00573,1238.1
168.6,2.7873,14.233,0.00574,1239.1
168.7,2.7889,14.245,0.00574,1240.2
168.8,2.7906,14.256,0.00574,1241.1
168.9,2.7922,14.267,0.00575,1242.0
169.0,2.7940,14.280,0.00576,1243.1
169.1,2.7956,14.291,0.00577,1244.1
169.2,2.7973,14.303,0.00577,1245.2
169.3,2.7989,14.314,0.00577,1246.2
169.4,2.8006,14.327,0.00578,1247.2
169.5,2.8024,14.339,0.00579,1248.4
169.6,2.8040,14.352,0.00579,1249.5
169.7,2.8057,14.363,0.00580,1250.4
169.8,2.8073,14.375,0.00580,1251.4
169.9,2.8091,14.388,0.00581,1252.6
170.0,2.8105,14.397,0.00582,1253.3
170.1,2.8124,14.410,0.00582,1254.5
170.2,2.8140,14.422,0.00583,1255.5
170.3,2.8157,14.434,0.00583,1256.6
170.4,2.8173,14.443,0.00584,1257.4
170.5,2.8190,14.456,0.00584,1258.5
170.6,2.8208,14.468,0.00584,1259.6
170.7,2.8225,14.481,0.00585,1260.7
170.8,2.8242,14.492,0.00586,1261.7
170.9,2.8258,14.504,0.00587,1262.7
171.0,2.8276,14.517,0.00587,1263.8
171.1,2.8292,14.530,0.00587,1264.9
171.2,2.8309,14.540,0.00588,1265.9
171.3,2.8326,14.552,0.00589,1266.9
171.4,2.8344,14.566,0.00590,1268.0
171.5,2.8359,14.574,0.00590,1268.8
171.6,2.8376,14.586,0.00590,1269.8
171.7,2.8392,14.598,0.00592,1270.9
171.8,2.8410,14.611,0.00592,1272.0
171.9,2.8427,14.621,0.00592,1272.8
172.0,2.8444,14.632,0.00593,1273.8
172.1,2.8461,14.644,0.00594,1274.9
172.2,2.8477,14.656,0.00594,1275.9
172.3,2.8494,14.667,0.00595,1276.8
172.4,2.8510,14.678,0.00596,1277.9
172.5,2.8528,14.691,0.00596,1279.0
172.6,2.8544,14.703,0.00597,1280.0
172.7,2.8560,14.714,0.00597,1280.9
172.8,2.8576,14.724,0.00597,1281.8
172.9,2.8595,14.737,0.00598,1283.0
173.0,2.8611,14.748,0.00599,1283.9
173.1,2.8626,14.759,0.00599,1284.8
173.2,2.8641,14.769,0.00600,1285.7
173.3,2.8660,14.782,0.00601,1286.9
173.4,2.8676,14.792,0.00601,1287.8
173.5,2.8691,14.802,0.00602,1288.7
173.6,2.8706,14.812,0.00602,1289.5
173.7,2.8724,14.826,0.00603,1290.7
173.8,2.8740,14.836,0.00604,1291.6
173.9,2.8756,14.847,0.00604,1292.5
174.0,2.8772,14.856,0.00604,1293.3
174.1,2.8789,14.869,0.00605,1294.5
174.2,2.8805,14.880,0.00606,1295.4
174.3,2.8821,14.891,0.00606,1296.4
174.4,2.8837,14.900,0.00607,1297.2
174.5,2.8854,14.913,0.00607,1298.3
174.6,2.8870,14.923,0.00608,1299.2
174.7,2.8886,14.934,0.00609,1300.2
174.8,2.8904,14.945,0.00610,1301.1
174.9,2.8920,14.958,0.00610,1302.2
175.0,2.8936,14.968,0.00611,1303.1
175.1,2.8953,14.980,0.00611,1304.1
175.2,2.8971,14.994,0.00612,1305.3
175.3,2.8988,15.005,0.00614,1306.3
175.4,2.9004,15.016,0.00613,1307.3
175.5,2.9020,15.027,0.00614,1308.2
175.6,2.9036,15.039,0.00614,1309.3
175.7,2.9053,15.050,0.00615,1310.2
175.8,2.9072,15.062,0.00616,1311.3
175.9,2.9087,15.072,0.00616,1312.1
176.0,2.9104,15.083,0.00617,1313.1
176.1,2.9120,15.094,0.00617,1314.0
176.2,2.9137,15.106,0.00618,1315.1
176.3,2.9155,15.116,0.00619,1316.0
176.4,2.9172,15.129,0.00620,1317.1
176.5,2.9188,15.139,0.00620,1318.0
176.6,2.9204,15.150,0.00621,1319.0
176.7,2.9223,15.163,0.00621,1320.1
176.8,2.9239,15.175,0.00621,1321.1
176.9,2.9256,15.185,0.00623,1321.9
177.0,2.9272,15.195,0.00624,1322.9
177.1,2.9288,15.208,0.00624,1324.0
177.2,2.9304,15.218,0.00624,1324.8
177.3,2.9322,15.229,0.00625,1325.8
177.4,2.9339,15.240,0.00625,1326.8
177.5,2.9355,15.252,0.00627,1327.8
177.6,2.9372,15.261,0.00627,1328.6
177.7,2.9388,15.272,0.00628,1329.6
177.8,2.9405,15.283,0.00628,1330.5
177.9,2.9422,15.295,0.00628,1331.5
178.0,2.9438,15.305,0.00629,1332.4
178.1,2.9455,15.316,0.00630,1333.4
178.2,2.9472,15.328,0.00631,1334.4
178.3,2.9488,15.339,0.00631,1335.4
178.4,2.9505,15.349,0.00632,1336.2
178.5,2.9522,15.360,0.00632,1337.2
178.6,2.9540,15.373,0.00633,1338.3
178.7,2.9554,15.382,0.00634,1339.1
178.8,2.9572,15.393,0.00635,1340.1
178.9,2.9588,15.405,0.00635,1341.1
179.0,2.9606,15.417,0.00636,1342.2
179.1,2.9622,15.425,0.00637,1342.8
179.2,2.9639,15.435,0.00637,1343.8
179.3,2.9655,15.446,0.00638,1344.7
179.4,2.9672,15.458,0.00638,1345.8
179.5,2.9688,15.467,0.00639,1346.6
179.6,2.9704,15.478,0.00640,1347.5
179.7,2.9722,15.489,0.00640,1348.5
179.8,2.9739,15.501,0.00641,1349.4
179.9,2.9754,15.511,0.00642,1350.3
180.0,2.9771,15.521,0.00642,1351.2
180.1,2.9789,15.535,0.00643,1352.4
180.2,2.9804,15.544,0.00644,1353.2
180.3,2.9820,15.553,0.00644,1354.0
180.4,2.9836,15.564,0.00644,1354.9
180.5,2.9854,15.577,0.00646,1356.1
180.6,2.9869,15.586,0.00646,1356.8
180.7,2.9886,15.595,0.00647,1357.6
180.8,2.9903,15.605,0.00647,1358.5
180.9,2.9920,15.618,0.00648,1359.6
181.0,2.9936,15.626,0.00649,1360.4
181.1,2.9953,15.638,0.00650,1361.4
181.2,2.9971,15.649,0.00650,1362.3
181.3,2.9988,15.660,0.00651,1363.4
181.4,3.0004,15.670,0.00651,1364.2
181.5,3.0020,15.681,0.00652,1365.1
181.6,3.0038,15.692,0.00652,1366.1
181.7,3.0055,15.703,0.00653,1367.1
181.8,3.0071,15.713,0.00654,1367.9
181.9,3.0085,15.722,0.00654,1368.7
182.0,3.0104,15.734,0.00655,1369.8
182.1,3.0120,15.744,0.00656,1370.7
182.2,3.0137,15.755,0.00656,1371.6
182.3,3.0153,15.762,0.00657,1372.2
182.4,3.0171,15.775,0.00658,1373.3
182.5,3.0187,15.785,0.00659,1374.2
182.6,3.0204,15.795,0.00659,1375.1
182.7,3.0221,15.806,0.00660,1376.0
182.8,3.0238,15.817,0.00660,1377.0
182.9,3.0254,15.826,0.00661,1377.8
183.0,3.0271,15.836,0.00662,1378.7
183.1,3.0288,15.848,0.00663,1379.7
183.2,3.0305,15.858,0.00663,1380.6
183.3,3.0321,15.868,0.00663,1381.5
183.4,3.0337,15.878,0.00665,1382.3
183.5,3.0353,15.889,0.00665,1383.3
183.6,3.0371,15.899,0.00666,1384.1
183.7,3.0388,15.909,0.00666,1385.0
183.8,3.0403,15.918,0.00667,1385.8
183.9,3.0420,15.927,0.00668,1386.6
184.0,3.0436,15.938,0.00669,1387.5
184.1,3.0453,15.949,0.00669,1388.5
184.2,3.0469,15.957,0.00669,1389.2
184.3,3.0487,15.969,0.00670,1390.2
184.4,3.0503,15.977,0.00671,1390.9
184.5,3.0520,15.988,0.00672,1391.9
184.6,3.0537,15.998,0.00672,1392.8
184.7,3.0553,16.010,0.00673,1393.8
184.8,3.0569,16.018,0.00673,1394.5
184.9,3.0586,16.028,0.00674,1395.4
185.0,3.0604,16.039,0.00675,1396.3
185.1,3.0619,16.049,0.00675,1397.2
185.2,3.0636,16.058,0.00676,1398.0
185.3,3.0652,16.068,0.00677,1398.8
185.4,3.0669,16.079,0.00678,1399.8
185.5,3.0684,16.088,0.00678,1400.6
185.6,3.0702,16.098,0.00679,1401.5
185.7,3.0719,16.108,0.00679,1402.3
185.8,3.0736,16.119,0.00680,1403.3
185.9,3.0751,16.126,0.00680,1403.9
186.0,3.0768,16.137,0.00682,1404.9
186.1,3.0784,16.148,0.00682,1405.8
186.2,3.0801,16.157,0.00683,1406.6
186.3,3.0818,16.167,0.00684,1407.5
186.4,3.0835,16.177,0.00684,1408.3
186.5,3.0853,16.187,0.00684,1409.2
186.6,3.0870,16.198,0.00686,1410.1
186.7,3.0887,16.208,0.00686,1411.0
186.8,3.0903,16.217,0.00687,1411.9
186.9,3.0921,16.228,0.00688,1412.8
187.0,3.0936,16.237,0.00689,1413.6
187.1,3.0952,16.247,0.00689,1414.4
187.2,3.0970,16.257,0.00690,1415.3
187.3,3.0988,16.269,0.00691,1416.3
187.4,3.1003,16.274,0.00692,1416.8
187.5,3.1020,16.284,0.00692,1417.7
187.6,3.1036,16.294,0.00693,1418.5
187.7,3.1053,16.305,0.00693,1419.5
187.8,3.1070,16.312,0.00694,1420.1
187.9,3.1086,16.323,0.00695,1421.0
188.0,3.1104,16.333,0.00696,1421.9
188.1,3.1120,16.342,0.00696,1422.7
188.2,3.1137,16.351,0.00696,1423.5
188.3,3.1153,16.361,0.00697,1424.3
188.4,3.1172,16.372,0.00698,1425.3
188.5,3.1188,16.381,0.00699,1426.1
188.6,3.1203,16.389,0.00700,1426.8
188.7,3.1220,16.398,0.00700,1427.5
188.8,3.1237,16.410,0.00701,1428.7
188.9,3.1253,16.418,0.00701,1429.3
189.0,3.1269,16.425,0.00702,1429.9
189.1,3.1286,16.434,0.00703,1430.7
